"OrganizationId","EffectiveStartDate","EffectiveEndDate","Name","Title","Status","LocationId","LocationCode","LocationName","SetId","SetCode","SetName"
300000235509901,"1951-01-01","4712-12-31","BPPS SDG Integrator",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235492405,"1951-01-01","4712-12-31","BPPS Seoul Policy Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235487725,"1951-01-01","4712-12-31","BPPS Singapore Policy Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235506926,"1951-01-01","4712-12-31","BPPS Staff - Addis Ababa",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499866,"1951-01-01","4712-12-31","BPPS Staff - Amman",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500023,"1951-01-01","4712-12-31","BPPS Staff - Bangkok",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503264,"1951-01-01","4712-12-31","BPPS Staff - Brussels",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235517822,"1951-01-01","4712-12-31","BPPS Staff - Cairo",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498993,"1951-01-01","4712-12-31","BPPS Staff - Dakar",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235489965,"1951-01-01","4712-12-31","BPPS Staff - Geneva",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509972,"1951-01-01","4712-12-31","BPPS Staff - Istanbul",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502169,"1951-01-01","4712-12-31","BPPS Staff - Nairobi",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503587,"1951-01-01","4712-12-31","BPPS Staff - New York",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235497212,"1951-01-01","4712-12-31","BPPS Staff - Panama",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235494302,"1951-01-01","4712-12-31","BPPS Staff - Rio de Janeiro",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495676,"1951-01-01","4712-12-31","BPPS Staff - Seoul",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498733,"1951-01-01","4712-12-31","BPPS Staff - Singapore",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235518400,"1951-01-01","4712-12-31","BPPS Staff - Suva",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235492581,"1951-01-01","4712-12-31","BPPS Strat Pol & Glbl Pos NY",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235497353,"1951-01-01","4712-12-31","BPPS Strategic Innovation",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235515614,"1951-01-01","4712-12-31","BPPS-ClimateSud-Rome",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499405,"1951-01-01","4712-12-31","BPPS-HIV and Health Addis",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235504074,"1951-01-01","4712-12-31","BPPS-HIV and Health Bangkok",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498841,"1951-01-01","4712-12-31","BPPS-HIV and Health Istanbul",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511730,"1951-01-01","4712-12-31","BPPS-HIV and Health Panama",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235517028,"1951-01-01","4712-12-31","BPPS-Integrated Operation Team",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235515697,"1951-01-01","4712-12-31","BPPS/GEF - South Africa",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235517445,"1951-01-01","4712-12-31","BPPS/Montreal Protocol",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000244211650,"1951-01-01","4712-12-31","BPPS/Nature,Climate&Energy",,"A",,,,0,"COMMON","Common Set"
300000244211691,"1951-01-01","4712-12-31","BPPS/NCE - Climate",,"A",,,,0,"COMMON","Common Set"
300000244211730,"1951-01-01","4712-12-31","BPPS/NCE - Energy",,"A",,,,0,"COMMON","Common Set"
300000235497632,"1951-01-01","4712-12-31","Bratislava Management Practice",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503156,"1951-01-01","4712-12-31","Brazil",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000229721838,"1951-01-01","4712-12-31","Brazil - Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229724015,"1951-01-01","4712-12-31","Brazil - Crisis Prev & Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229723809,"1951-01-01","4712-12-31","Brazil - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229723215,"1951-01-01","4712-12-31","Brazil - Energy & Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229721554,"1951-01-01","4712-12-31","Brazil - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229721967,"1951-01-01","4712-12-31","Brazil - General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229722915,"1951-01-01","4712-12-31","Brazil - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229724329,"1951-01-01","4712-12-31","Brazil - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229723863,"1951-01-01","4712-12-31","Brazil - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229721412,"1951-01-01","4712-12-31","Brazil - Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229723413,"1951-01-01","4712-12-31","Brazil - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229722566,"1951-01-01","4712-12-31","Brazil - Sub-office",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229721455,"1951-01-01","4712-12-31","Brazil - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229723504,"1951-01-01","4712-12-31","Brazil-Joint Operations Facili",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229722817,"1951-01-01","4712-12-31","Brazil-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229723908,"1951-01-01","4712-12-31","Brazil-WFP",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235519416,"1951-01-01","4712-12-31","BRC/Management Practice Team",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235490741,"1951-01-01","4712-12-31","BRC/RIM Centre",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499424,"1951-01-01","4712-12-31","Brussels Liaison Office",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000235519773,"1951-01-01","4712-12-31","Budget",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000229811218,"1951-01-01","4712-12-31","Budgetary - Afghanistan - Kabul",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811141,"1951-01-01","4712-12-31","Budgetary - Argentina - Buenos Aires",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811119,"1951-01-01","4712-12-31","Budgetary - Bangladesh - Dhaka",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811229,"1951-01-01","4712-12-31","Budgetary - Barbados - Bridgetown",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811350,"1951-01-01","4712-12-31","Budgetary - BOM/Office of Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372737,"1951-01-01","4712-12-31","Budgetary - BPPS Health",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235520204,"1951-01-01","4712-12-31","Budgetary - BPPS/Nature,Climate&Energy",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509807,"1951-01-01","4712-12-31","Budgetary - BPPS/NCE - Climate",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503724,"1951-01-01","4712-12-31","Budgetary - BPPS/NCE - Energy",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811251,"1951-01-01","4712-12-31","Budgetary - Brazil - Brasilia",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372895,"1951-01-01","4712-12-31","Budgetary - China - Beijing",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372884,"1951-01-01","4712-12-31","Budgetary - Cote D'Ivoire - Abidjan",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811317,"1951-01-01","4712-12-31","Budgetary - Div-Multilateral Diplomacy",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811339,"1951-01-01","4712-12-31","Budgetary - Division for Planet",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811273,"1951-01-01","4712-12-31","Budgetary - Egypt - Cairo",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811295,"1951-01-01","4712-12-31","Budgetary - Ethiopia - Addis Ababa",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372797,"1951-01-01","4712-12-31","Budgetary - Fiji - Suva",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811328,"1951-01-01","4712-12-31","Budgetary - Finance Range Department",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235513677,"1951-01-01","4712-12-31","Budgetary - GF to Fight AIDS, TB, Malaria",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811152,"1951-01-01","4712-12-31","Budgetary - Honduras - Tegucigalpa",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811262,"1951-01-01","4712-12-31","Budgetary - India - New Delhi",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811240,"1951-01-01","4712-12-31","Budgetary - Iraq - Baghdad",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811284,"1951-01-01","4712-12-31","Budgetary - Jordan - Amman",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372748,"1951-01-01","4712-12-31","Budgetary - Kenya - Nairobi",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811163,"1951-01-01","4712-12-31","Budgetary - Moldova Republic",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372816,"1951-01-01","4712-12-31","Budgetary - Mongolia -Ulaan Baatar",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811207,"1951-01-01","4712-12-31","Budgetary - Morocco - Rabat",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372759,"1951-01-01","4712-12-31","Budgetary - Namibia - Windhoek",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229812361,"1951-01-01","4712-12-31","Budgetary - NSpecific/CO/Staff Cost Centre",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811196,"1951-01-01","4712-12-31","Budgetary - NSpecific/HQ/Central Support",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811185,"1951-01-01","4712-12-31","Budgetary - Ofc of Sport for Dev't&Peace",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235493271,"1951-01-01","4712-12-31","Budgetary - Regional Centre - Addis Ababa",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499829,"1951-01-01","4712-12-31","Budgetary - Regional Centre - Istanbul",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811130,"1951-01-01","4712-12-31","Budgetary - Republic of Yemen - Sana'a",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372835,"1951-01-01","4712-12-31","Budgetary - Thailand - Bangkok",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000243372846,"1951-01-01","4712-12-31","Budgetary - Uganda - Kampala",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811306,"1951-01-01","4712-12-31","Budgetary - United Arab Emirates-Abu Dhabi",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000229811174,"1951-01-01","4712-12-31","Budgetary - Venezuela - Caracas",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500661,"1951-01-01","4712-12-31","Bulgaria - Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498603,"1951-01-01","4712-12-31","Bulgaria - Crisis Prev & Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495177,"1951-01-01","4712-12-31","Bulgaria - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235660549,"1951-01-01","4712-12-31","Bulgaria - Energy & Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235510947,"1951-01-01","4712-12-31","Bulgaria - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235514507,"1951-01-01","4712-12-31","Bulgaria - General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235513417,"1951-01-01","4712-12-31","Bulgaria - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235652608,"1951-01-01","4712-12-31","Bulgaria - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495328,"1951-01-01","4712-12-31","Bulgaria - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235516361,"1951-01-01","4712-12-31","Bulgaria - ICT for Development",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235501329,"1951-01-01","4712-12-31","Bulgaria - Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512696,"1951-01-01","4712-12-31","Bulgaria - Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235515932,"1951-01-01","4712-12-31","Bulgaria - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235666096,"1951-01-01","4712-12-31","Bulgaria - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235660453,"1951-01-01","4712-12-31","Bulgaria-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235669523,"1951-01-01","4712-12-31","Bureau for Dev. Policy/Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000238280208,"1951-01-01","4712-12-31","Burkina Faso",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000235513662,"1951-01-01","4712-12-31","Burkina Faso - Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512921,"1951-01-01","4712-12-31","Burkina Faso - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235508156,"1951-01-01","4712-12-31","Burkina Faso - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235656368,"1951-01-01","4712-12-31","Burkina Faso - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235645918,"1951-01-01","4712-12-31","Burkina Faso - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235487298,"1951-01-01","4712-12-31","Burkina Faso - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235646328,"1951-01-01","4712-12-31","Burkina Faso - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235491404,"1951-01-01","4712-12-31","Burkina Faso - Sub-office 2",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235493344,"1951-01-01","4712-12-31","Burkina Faso - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495748,"1951-01-01","4712-12-31","Burkina Faso -General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495405,"1951-01-01","4712-12-31","Burkina Faso -Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235507768,"1951-01-01","4712-12-31","Burkina Faso-Crisis Prev&Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499034,"1951-01-01","4712-12-31","Burkina Faso-Energy &Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511918,"1951-01-01","4712-12-31","Burkina Faso-ICT for Develpmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512061,"1951-01-01","4712-12-31","Burkina Faso-Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235497180,"1951-01-01","4712-12-31","Burkina Faso-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235510935,"1951-01-01","4712-12-31","Burkina Faso-WFP",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512217,"1951-01-01","4712-12-31","Burundi",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000235500758,"1951-01-01","4712-12-31","Burundi - Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235501384,"1951-01-01","4712-12-31","Burundi - Crisis Prev & Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235516543,"1951-01-01","4712-12-31","Burundi - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235513225,"1951-01-01","4712-12-31","Burundi - Energy & Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502831,"1951-01-01","4712-12-31","Burundi - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509980,"1951-01-01","4712-12-31","Burundi - General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498375,"1951-01-01","4712-12-31","Burundi - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502787,"1951-01-01","4712-12-31","Burundi - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511538,"1951-01-01","4712-12-31","Burundi - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512790,"1951-01-01","4712-12-31","Burundi - Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235516443,"1951-01-01","4712-12-31","Burundi - Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509111,"1951-01-01","4712-12-31","Burundi - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235663839,"1951-01-01","4712-12-31","Burundi - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512258,"1951-01-01","4712-12-31","Burundi-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511598,"1951-01-01","4712-12-31","Burundi-WFP",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235487459,"1951-01-01","4712-12-31","Cairo RSC - Dem Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235494387,"1951-01-01","4712-12-31","Cairo RSC -Capacity Developmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512933,"1951-01-01","4712-12-31","Cairo RSC-MDG & Poverty Reducn",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235490713,"1951-01-01","4712-12-31","Cambodia",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000235649719,"1951-01-01","4712-12-31","Cambodia - Communications",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499122,"1951-01-01","4712-12-31","Cambodia - Crisis Prev & Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512140,"1951-01-01","4712-12-31","Cambodia - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500505,"1951-01-01","4712-12-31","Cambodia - Energy & Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235513493,"1951-01-01","4712-12-31","Cambodia - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502008,"1951-01-01","4712-12-31","Cambodia - General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235519100,"1951-01-01","4712-12-31","Cambodia - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235504988,"1951-01-01","4712-12-31","Cambodia - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235658040,"1951-01-01","4712-12-31","Cambodia - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235661252,"1951-01-01","4712-12-31","Cambodia - MSU",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235514484,"1951-01-01","4712-12-31","Cambodia - Operations",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500232,"1951-01-01","4712-12-31","Cambodia - Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503674,"1951-01-01","4712-12-31","Cambodia - Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235516197,"1951-01-01","4712-12-31","Cambodia - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511108,"1951-01-01","4712-12-31","Cambodia - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503910,"1951-01-01","4712-12-31","Cambodia-Programme and Results",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511616,"1951-01-01","4712-12-31","Cambodia-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509691,"1951-01-01","4712-12-31","Cameroon",,"A",,,,300000229588822,"UNWOMEN","UNWOMEN Set"
300000235511433,"1951-01-01","4712-12-31","Cameroon - Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235513496,"1951-01-01","4712-12-31","Cameroon - Crisis Prev & Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235646704,"1951-01-01","4712-12-31","Cameroon - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235493470,"1951-01-01","4712-12-31","Cameroon - Energy & Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235493362,"1951-01-01","4712-12-31","Cameroon - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235657712,"1951-01-01","4712-12-31","Cameroon - General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235491512,"1951-01-01","4712-12-31","Cameroon - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235496908,"1951-01-01","4712-12-31","Cameroon - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235673266,"1951-01-01","4712-12-31","Cameroon - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509266,"1951-01-01","4712-12-31","Cameroon - ICT for Development",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500170,"1951-01-01","4712-12-31","Cameroon - Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235493548,"1951-01-01","4712-12-31","Cameroon - Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495612,"1951-01-01","4712-12-31","Cameroon - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235497010,"1951-01-01","4712-12-31","Cameroon - Sub-office 2",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235653436,"1951-01-01","4712-12-31","Cameroon - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235487566,"1951-01-01","4712-12-31","Cameroon-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235505218,"1951-01-01","4712-12-31","Cameroon-WFP",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235489990,"1951-01-01","4712-12-31","Cape Verde - Admin. Agent",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500596,"1951-01-01","4712-12-31","Cape Verde - Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499758,"1951-01-01","4712-12-31","Cape Verde - Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498168,"1951-01-01","4712-12-31","Cape Verde - Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502711,"1951-01-01","4712-12-31","Cape Verde - General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235519842,"1951-01-01","4712-12-31","Cape Verde - HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235519850,"1951-01-01","4712-12-31","Cape Verde - Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503086,"1951-01-01","4712-12-31","Cape Verde - ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500832,"1951-01-01","4712-12-31","Cape Verde - Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235499788,"1951-01-01","4712-12-31","Cape Verde - Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503446,"1951-01-01","4712-12-31","Cape Verde - Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235517928,"1951-01-01","4712-12-31","Cape Verde - Sub-office",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235498470,"1951-01-01","4712-12-31","Cape Verde - UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235516632,"1951-01-01","4712-12-31","Cape Verde -Energy & Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495417,"1951-01-01","4712-12-31","Cape Verde-Crisis Prev & Rcvry",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235519957,"1951-01-01","4712-12-31","Cape Verde-ICT for Development",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502992,"1951-01-01","4712-12-31","Cape Verde-UN Sister Agency",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235502955,"1951-01-01","4712-12-31","Caribbean Oversight & Support",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235503983,"1951-01-01","4712-12-31","Cayman Islands - Cty Pgmm",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235514585,"1951-01-01","4712-12-31","CB - Joint Directorate",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500080,"1951-01-01","4712-12-31","CB Conflict Prev&PeaceBuilding",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235490321,"1951-01-01","4712-12-31","CB Country Support Mgt Team",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235505124,"1951-01-01","4712-12-31","CB CrisisFragilityEngmt Policy",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512867,"1951-01-01","4712-12-31","CB Disaster RD&Recovery",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235509076,"1951-01-01","4712-12-31","CB ROL,Security&Human Rights",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235512218,"1951-01-01","4712-12-31","CBRecoverySolutions&H Mobility",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235661659,"1951-01-01","4712-12-31","Cen Afr Rep- Central",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495495,"1951-01-01","4712-12-31","Cen Afr Rep- Dem. Governance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235507448,"1951-01-01","4712-12-31","Cen Afr Rep- Energy &Envirnmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235654673,"1951-01-01","4712-12-31","Cen Afr Rep- Finance",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235510198,"1951-01-01","4712-12-31","Cen Afr Rep- General Services",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235515360,"1951-01-01","4712-12-31","Cen Afr Rep- HIV/AIDS",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235513301,"1951-01-01","4712-12-31","Cen Afr Rep- Human Resources",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235515530,"1951-01-01","4712-12-31","Cen Afr Rep- ICT",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235510613,"1951-01-01","4712-12-31","Cen Afr Rep- ICT for Develpmnt",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235489711,"1951-01-01","4712-12-31","Cen Afr Rep- Poverty Reduction",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500243,"1951-01-01","4712-12-31","Cen Afr Rep- Procmnt & Travel",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235511685,"1951-01-01","4712-12-31","Cen Afr Rep- Service Center",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235492554,"1951-01-01","4712-12-31","Cen Afr Rep- Sub-office",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235495016,"1951-01-01","4712-12-31","Cen Afr Rep- Sub-office 2",,"A",,,,300000229588821,"UNDP","UNDP Set"
300000235500345,"1951-01-01","4712-12-31","Cen Afr Rep- UN Dev Coord",,"A",,,,300000229588821,"UNDP","UNDP Set"
