"OrganizationId","Name","Title","ClassificationCode","OrganizationCode","Status","CreationDate","LastUpdateDate","OrgCode","EffectiveStartDate","EffectiveEndDate"
300000235487776,"Croatia - Crisis Prev & Rcvry",,"DEPARTMENT","D01F58E52CC9D56EE05394D76F0A71FE 300000235487776 2021-11-12 10.40.05.115","A","2021-11-12T10:40:05.115+00:00","2021-11-12T10:40:05.881+00:00",,"1951-01-01","4712-12-31"
300000235487777,"Kyrgyzstan - Service Center",,"DEPARTMENT","D01F58E52CCAD56EE05394D76F0A71FE 300000235487777 2021-11-12 10.40.04.969","A","2021-11-12T10:40:04.969+00:00","2021-11-12T10:40:05.732+00:00",,"1951-01-01","4712-12-31"
300000235488189,"RBAP/HQ/Country Office Support",,"DEPARTMENT","D01F122D4A22D508E05394D76F0A5BF4 300000235488189 2021-11-12 10.40.11.264","A","2021-11-12T10:40:11.264+00:00","2021-11-12T10:40:12.084+00:00",,"1951-01-01","4712-12-31"
300000235490614,"Iran - ICT",,"DEPARTMENT","D01F5029CB48D5D8E05394D76F0A92F5 300000235490614 2021-11-12 10.40.32.775","A","2021-11-12T10:40:32.775+00:00","2021-11-12T10:40:33.510+00:00",,"1951-01-01","4712-12-31"
300000235490872,"Kazakhstan - HIV/AIDS",,"DEPARTMENT","D01F58E52CD9D56EE05394D76F0A71FE 300000235490872 2021-11-12 10.40.35.986","A","2021-11-12T10:40:35.986+00:00","2021-11-12T10:40:36.741+00:00",,"1951-01-01","4712-12-31"
300000235490907,"RBLAC/HQ/Ctrl Mngd Support",,"DEPARTMENT","D01F58E52CDBD56EE05394D76F0A71FE 300000235490907 2021-11-12 10.40.36.039","A","2021-11-12T10:40:36.039+00:00","2021-11-12T10:40:36.758+00:00",,"1951-01-01","4712-12-31"
300000235491126,"Lao - Dem. Governance",,"DEPARTMENT","D01F5029CB55D5D8E05394D76F0A92F5 300000235491126 2021-11-12 10.40.39.887","A","2021-11-12T10:40:39.887+00:00","2021-11-12T10:40:40.633+00:00",,"1951-01-01","4712-12-31"
300000235493587,"UN Women Liaison Office for the GCC",,"DEPARTMENT","D01F58E52CF1D56EE05394D76F0A71FE 300000235493587 2021-11-12 10.41.17.969","A","2021-11-12T10:41:17.969+00:00","2021-11-12T10:41:18.873+00:00",,"1951-01-01","4712-12-31"
300000235494217,"Gabon - Poverty Reduction",,"DEPARTMENT","D01F122D4A51D508E05394D76F0A5BF4 300000235494217 2021-11-12 10.41.32.822","A","2021-11-12T10:41:32.822+00:00","2021-11-12T10:41:33.809+00:00",,"1951-01-01","4712-12-31"
300000235494726,"Senegal - Procmnt & Travel",,"DEPARTMENT","D01F58E52D13D56EE05394D76F0A71FE 300000235494726 2021-11-12 10.41.55.267","A","2021-11-12T10:41:55.267+00:00","2021-11-12T10:41:55.966+00:00",,"1951-01-01","4712-12-31"
300000235494727,"Haiti - Central",,"DEPARTMENT","D01F58E52D14D56EE05394D76F0A71FE 300000235494727 2021-11-12 10.41.55.119","A","2021-11-12T10:41:55.119+00:00","2021-11-12T10:41:55.818+00:00",,"1951-01-01","4712-12-31"
300000235494902,"Kosovo - Energy & Envirnmnt",,"DEPARTMENT","D01F1849E60ED4F4E05394D76F0A9398 300000235494902 2021-11-12 10.42.01.228","A","2021-11-12T10:42:01.228+00:00","2021-11-12T10:42:01.948+00:00",,"1951-01-01","4712-12-31"
300000235494935,"UNV/Peace Portfolio 6",,"DEPARTMENT","D01F1849E614D4F4E05394D76F0A9398 300000235494935 2021-11-12 10.42.02.183","A","2021-11-12T10:42:02.183+00:00","2021-11-12T10:42:02.919+00:00",,"1951-01-01","4712-12-31"
300000235494954,"Jamaica",,"DEPARTMENT","D01F1C89793DD526E05394D76F0AFE1C 300000235494954 2021-11-12 10.42.03.342","A","2021-11-12T10:42:03.342+00:00","2021-11-12T10:42:04.077+00:00",,"1951-01-01","4712-12-31"
300000235494976,"Eritrea - Finance",,"DEPARTMENT","D01F12AE1CE5D4D6E05394D76F0A1347 300000235494976 2021-11-12 10.42.04.387","A","2021-11-12T10:42:04.387+00:00","2021-11-12T10:42:05.101+00:00",,"1951-01-01","4712-12-31"
300000235494978,"Uzbekistan -Crisis Prev &Rcvry",,"DEPARTMENT","D01F12AE1CE8D4D6E05394D76F0A1347 300000235494978 2021-11-12 10.42.04.265","A","2021-11-12T10:42:04.265+00:00","2021-11-12T10:42:04.974+00:00",,"1951-01-01","4712-12-31"
300000235495094,"Cote D'Ivoire-General Services",,"DEPARTMENT","D01F122D4A71D508E05394D76F0A5BF4 300000235495094 2021-11-12 10.42.06.467","A","2021-11-12T10:42:06.467+00:00","2021-11-12T10:42:07.908+00:00",,"1951-01-01","4712-12-31"
300000235495095,"Ecuador - Service Center",,"DEPARTMENT","D01F23CBBB70D540E05394D76F0A4457 300000235495095 2021-11-12 10.42.06.624","A","2021-11-12T10:42:06.624+00:00","2021-11-12T10:42:08.064+00:00",,"1951-01-01","4712-12-31"
300000235495187,"Liberia - ICT",,"DEPARTMENT","D01F99E724E9D5B8E05394D76F0A2B43 300000235495187 2021-11-12 10.42.08.519","A","2021-11-12T10:42:08.519+00:00","2021-11-12T10:42:09.905+00:00",,"1951-01-01","4712-12-31"
300000235495582,"Estonia - Central",,"DEPARTMENT","D01F1C897947D526E05394D76F0AFE1C 300000235495582 2021-11-12 10.42.14.784","A","2021-11-12T10:42:14.784+00:00","2021-11-12T10:42:16.056+00:00",,"1951-01-01","4712-12-31"
300000235495832,"Croatia - Finance",,"DEPARTMENT","D01F122D4A7ED508E05394D76F0A5BF4 300000235495832 2021-11-12 10.42.18.753","A","2021-11-12T10:42:18.753+00:00","2021-11-12T10:42:19.514+00:00",,"1951-01-01","4712-12-31"
300000235487235,"Jamaica - Finance",,"DEPARTMENT","D01F99E72442D5B8E05394D76F0A2B43 300000235487235 2021-11-12 10.39.56.222","A","2021-11-12T10:39:56.222+00:00","2021-11-12T10:39:57.816+00:00",,"1951-01-01","4712-12-31"
300000235487698,"Haiti - ICT",,"DEPARTMENT","D01F58E52CC3D56EE05394D76F0A71FE 300000235487698 2021-11-12 10.40.03.856","A","2021-11-12T10:40:03.856+00:00","2021-11-12T10:40:04.634+00:00",,"1951-01-01","4712-12-31"
300000235489428,"Ghana - UN Dev Coord",,"DEPARTMENT","D01F12AE1C90D4D6E05394D76F0A1347 300000235489428 2021-11-12 10.40.14.759","A","2021-11-12T10:40:14.759+00:00","2021-11-12T10:40:15.537+00:00",,"1951-01-01","4712-12-31"
300000235490061,"Guatemala - UN Dev Coord",,"DEPARTMENT","D01F4F5F7B3ED595E05394D76F0AC88C 300000235490061 2021-11-12 10.40.24.743","A","2021-11-12T10:40:24.743+00:00","2021-11-12T10:40:25.479+00:00",,"1951-01-01","4712-12-31"
300000235490308,"Malta - Cty Pgmm",,"DEPARTMENT","D01F4F5F7B45D595E05394D76F0AC88C 300000235490308 2021-11-12 10.40.28.015","A","2021-11-12T10:40:28.015+00:00","2021-11-12T10:40:28.833+00:00",,"1951-01-01","4712-12-31"
300000235490480,"Niger - Central",,"DEPARTMENT","D01F591FF895D559E05394D76F0A3C1F 300000235490480 2021-11-12 10.40.30.227","A","2021-11-12T10:40:30.227+00:00","2021-11-12T10:40:31.463+00:00",,"1951-01-01","4712-12-31"
300000235491959,"Indonesia - ICT for Developmnt",,"DEPARTMENT","D01F12AE1CBAD4D6E05394D76F0A1347 300000235491959 2021-11-12 10.40.53.084","A","2021-11-12T10:40:53.084+00:00","2021-11-12T10:40:53.779+00:00",,"1951-01-01","4712-12-31"
300000235492374,"Pakistan - UN Dev Coord",,"DEPARTMENT","D01F23CBBB42D540E05394D76F0A4457 300000235492374 2021-11-12 10.40.59.02","A","2021-11-12T10:40:59.020+00:00","2021-11-12T10:40:59.735+00:00",,"1951-01-01","4712-12-31"
300000235492373,"Lesotho - Poverty Reduction",,"DEPARTMENT","D01F23CBBB43D540E05394D76F0A4457 300000235492373 2021-11-12 10.40.59.16","A","2021-11-12T10:40:59.160+00:00","2021-11-12T10:40:59.913+00:00",,"1951-01-01","4712-12-31"
300000235492526,"Nicaragua - ICT for Developmnt",,"DEPARTMENT","D01F1C8978EFD526E05394D76F0AFE1C 300000235492526 2021-11-12 10.41.01.133","A","2021-11-12T10:41:01.133+00:00","2021-11-12T10:41:01.887+00:00",,"1951-01-01","4712-12-31"
300000235492531,"Kyrgyzstan - General Services",,"DEPARTMENT","D01F1C8978EED526E05394D76F0AFE1C 300000235492531 2021-11-12 10.41.01.311","A","2021-11-12T10:41:01.311+00:00","2021-11-12T10:41:02.041+00:00",,"1951-01-01","4712-12-31"
300000235494364,"Montenegro - Central",,"DEPARTMENT","D01F591FF8AAD559E05394D76F0A3C1F 300000235494364 2021-11-12 10.41.38.918","A","2021-11-12T10:41:38.918+00:00","2021-11-12T10:41:40.201+00:00",,"1951-01-01","4712-12-31"
300000235494387,"Cairo RSC -Capacity Developmnt",,"DEPARTMENT","D01F4F5F7B69D595E05394D76F0AC88C 300000235494387 2021-11-12 10.41.40.546","A","2021-11-12T10:41:40.546+00:00","2021-11-12T10:41:41.269+00:00",,"1951-01-01","4712-12-31"
300000235494388,"Turkey - HIV/AIDS",,"DEPARTMENT","D01F1C897918D526E05394D76F0AFE1C 300000235494388 2021-11-12 10.41.40.696","A","2021-11-12T10:41:40.696+00:00","2021-11-12T10:41:41.456+00:00",,"1951-01-01","4712-12-31"
300000235494408,"GSSU/KL/FIN/GA/ExternalAgy&TE",,"DEPARTMENT","D01F4F5F7B6CD595E05394D76F0AC88C 300000235494408 2021-11-12 10.41.41.614","A","2021-11-12T10:41:41.614+00:00","2021-11-12T10:41:42.385+00:00",,"1951-01-01","4712-12-31"
300000235494456,"Rwanda - Millenium Villages",,"DEPARTMENT","D01F4F5F7B73D595E05394D76F0AC88C 300000235494456 2021-11-12 10.41.42.891","A","2021-11-12T10:41:42.891+00:00","2021-11-12T10:41:43.592+00:00",,"1951-01-01","4712-12-31"
300000235494803,"Guinea Bissau-Finance",,"DEPARTMENT","D01F4F5F7B78D595E05394D76F0AC88C 300000235494803 2021-11-12 10.41.58.072","A","2021-11-12T10:41:58.072+00:00","2021-11-12T10:41:59.402+00:00",,"1951-01-01","4712-12-31"
300000235494802,"Tanzania - Millenium Villages",,"DEPARTMENT","D01F4F5F7B77D595E05394D76F0AC88C 300000235494802 2021-11-12 10.41.58.211","A","2021-11-12T10:41:58.211+00:00","2021-11-12T10:41:59.550+00:00",,"1951-01-01","4712-12-31"
300000235495016,"Cen Afr Rep- Sub-office 2",,"DEPARTMENT","D01F1849E61AD4F4E05394D76F0A9398 300000235495016 2021-11-12 10.42.05.428","A","2021-11-12T10:42:05.428+00:00","2021-11-12T10:42:06.232+00:00",,"1951-01-01","4712-12-31"
300000235495018,"UNDP/GEF RCU Bangkok",,"DEPARTMENT","D01F1849E61CD4F4E05394D76F0A9398 300000235495018 2021-11-12 10.42.05.313","A","2021-11-12T10:42:05.313+00:00","2021-11-12T10:42:06.109+00:00",,"1951-01-01","4712-12-31"
300000235495418,"Malaysia - Dem. Governance",,"DEPARTMENT","D01F591FF8C2D559E05394D76F0A3C1F 300000235495418 2021-11-12 10.42.12.705","A","2021-11-12T10:42:12.705+00:00","2021-11-12T10:42:13.486+00:00",,"1951-01-01","4712-12-31"
300000235495417,"Cape Verde-Crisis Prev & Rcvry",,"DEPARTMENT","D01F591FF8C4D559E05394D76F0A3C1F 300000235495417 2021-11-12 10.42.12.552","A","2021-11-12T10:42:12.552+00:00","2021-11-12T10:42:13.352+00:00",,"1951-01-01","4712-12-31"
300000235487151,"Dem Rep Korea-UN Sister Agency",,"DEPARTMENT","D01F4F5F7B28D595E05394D76F0AC88C 300000235487151 2021-11-12 10.39.04.118","A","2021-11-12T10:39:04.118+00:00","2021-11-12T10:39:54.339+00:00",,"1951-01-01","4712-12-31"
300000235495495,"Cen Afr Rep- Dem. Governance",,"DEPARTMENT","D01F4F5F7B80D595E05394D76F0AC88C 300000235495495 2021-11-12 10.42.13.673","A","2021-11-12T10:42:13.673+00:00","2021-11-12T10:42:14.432+00:00",,"1951-01-01","4712-12-31"
300000235495664,"Conflict Prevention & Rec Team",,"DEPARTMENT","D01F591FF8C7D559E05394D76F0A3C1F 300000235495664 2021-11-12 10.42.16.434","A","2021-11-12T10:42:16.434+00:00","2021-11-12T10:42:17.192+00:00",,"1951-01-01","4712-12-31"
300000235495833,"Cote D'Ivoire-Crisis Prv &Rcvy",,"DEPARTMENT","D01F4F5F7B89D595E05394D76F0AC88C 300000235495833 2021-11-12 10.42.18.606","A","2021-11-12T10:42:18.606+00:00","2021-11-12T10:42:19.366+00:00",,"1951-01-01","4712-12-31"
300000235495912,"Liberia - Human Resources",,"DEPARTMENT","D01F1849E62BD4F4E05394D76F0A9398 300000235495912 2021-11-12 10.42.19.863","A","2021-11-12T10:42:19.863+00:00","2021-11-12T10:42:20.692+00:00",,"1951-01-01","4712-12-31"
300000235495919,"Guinea - Dem. Governance",,"DEPARTMENT","D01F1849E62DD4F4E05394D76F0A9398 300000235495919 2021-11-12 10.42.19.752","A","2021-11-12T10:42:19.752+00:00","2021-11-12T10:42:20.600+00:00",,"1951-01-01","4712-12-31"
300000235495997,"Kosovo-UN Sister Agency",,"DEPARTMENT","D01F58E52D1ED56EE05394D76F0A71FE 300000235495997 2021-11-12 10.42.20.962","A","2021-11-12T10:42:20.962+00:00","2021-11-12T10:42:21.824+00:00",,"1951-01-01","4712-12-31"
300000235496100,"UNV/Development Portfolio 6",,"DEPARTMENT","D01F5029CBA4D5D8E05394D76F0A92F5 300000235496100 2021-11-12 10.42.23.318","A","2021-11-12T10:42:23.318+00:00","2021-11-12T10:42:24.152+00:00",,"1951-01-01","4712-12-31"
300000235496191,"Uganda - Procmnt & Travel",,"DEPARTMENT","D01F99E724F5D5B8E05394D76F0A2B43 300000235496191 2021-11-12 10.42.24.494","A","2021-11-12T10:42:24.494+00:00","2021-11-12T10:42:25.228+00:00",,"1951-01-01","4712-12-31"
300000235496238,"Lao-WFP",,"DEPARTMENT","D01F99E724F9D5B8E05394D76F0A2B43 300000235496238 2021-11-12 10.42.25.154","A","2021-11-12T10:42:25.154+00:00","2021-11-12T10:42:25.826+00:00",,"1951-01-01","4712-12-31"
300000235496312,"Kyrgyzstan - Central",,"DEPARTMENT","D01F591FF8CED559E05394D76F0A3C1F 300000235496312 2021-11-12 10.42.26.161","A","2021-11-12T10:42:26.161+00:00","2021-11-12T10:42:26.943+00:00",,"1951-01-01","4712-12-31"
300000235496342,"UNV/Results Management Support",,"DEPARTMENT","D01F122D4A87D508E05394D76F0A5BF4 300000235496342 2021-11-12 10.42.26.688","A","2021-11-12T10:42:26.688+00:00","2021-11-12T10:42:27.464+00:00",,"1951-01-01","4712-12-31"
300000235496390,"Kosovo",,"DEPARTMENT","D01F58E52D23D56EE05394D76F0A71FE 300000235496390 2021-11-12 10.42.27.321","A","2021-11-12T10:42:27.321+00:00","2021-11-12T10:42:28.066+00:00",,"1951-01-01","4712-12-31"
300000235496426,"Uzbekistan - Poverty Reduction",,"DEPARTMENT","D01F1C897950D526E05394D76F0AFE1C 300000235496426 2021-11-12 10.42.27.793","A","2021-11-12T10:42:27.793+00:00","2021-11-12T10:42:29.106+00:00",,"1951-01-01","4712-12-31"
300000235496471,"Georgia - Finance",,"DEPARTMENT","D01F5029CBABD5D8E05394D76F0A92F5 300000235496471 2021-11-12 10.42.28.402","A","2021-11-12T10:42:28.402+00:00","2021-11-12T10:42:29.761+00:00",,"1951-01-01","4712-12-31"
300000235496515,"Dominican Rep-Sub-office",,"DEPARTMENT","D01F5029CBACD5D8E05394D76F0A92F5 300000235496515 2021-11-12 10.42.29.498","A","2021-11-12T10:42:29.498+00:00","2021-11-12T10:42:30.333+00:00",,"1951-01-01","4712-12-31"
300000235496544,"Haiti - Poverty Reduction",,"DEPARTMENT","D01F23CBBB81D540E05394D76F0A4457 300000235496544 2021-11-12 10.42.30.132","A","2021-11-12T10:42:30.132+00:00","2021-11-12T10:42:30.941+00:00",,"1951-01-01","4712-12-31"
300000235496629,"Gabon - Procmnt & Travel",,"DEPARTMENT","D01F5029CBB2D5D8E05394D76F0A92F5 300000235496629 2021-11-12 10.42.31.26","A","2021-11-12T10:42:31.260+00:00","2021-11-12T10:42:31.988+00:00",,"1951-01-01","4712-12-31"
300000235496668,"China - Procmnt & Travel",,"DEPARTMENT","D01F122D4A8AD508E05394D76F0A5BF4 300000235496668 2021-11-12 10.42.31.801","A","2021-11-12T10:42:31.801+00:00","2021-11-12T10:42:32.620+00:00",,"1951-01-01","4712-12-31"
300000235496701,"OC - Regl Comm Office - Dakar",,"DEPARTMENT","D01F122D4A8CD508E05394D76F0A5BF4 300000235496701 2021-11-12 10.42.32.356","A","2021-11-12T10:42:32.356+00:00","2021-11-12T10:42:33.129+00:00",,"1951-01-01","4712-12-31"
300000235496743,"Fiji - Human Resources",,"DEPARTMENT","D01F5029CBB5D5D8E05394D76F0A92F5 300000235496743 2021-11-12 10.42.32.956","A","2021-11-12T10:42:32.956+00:00","2021-11-12T10:42:33.763+00:00",,"1951-01-01","4712-12-31"
300000235496777,"Niger - Crisis Prev & Rcvry",,"DEPARTMENT","D01F99E72502D5B8E05394D76F0A2B43 300000235496777 2021-11-12 10.42.33.493","A","2021-11-12T10:42:33.493+00:00","2021-11-12T10:42:34.281+00:00",,"1951-01-01","4712-12-31"
300000235495328,"Bulgaria - ICT",,"DEPARTMENT","D01F1849E625D4F4E05394D76F0A9398 300000235495328 2021-11-12 10.42.11.265","A","2021-11-12T10:42:11.265+00:00","2021-11-12T10:42:12.153+00:00",,"1951-01-01","4712-12-31"
300000235496067,"Gambia - ICT for Development",,"DEPARTMENT","D01F99E724F2D5B8E05394D76F0A2B43 300000235496067 2021-11-12 10.42.22.818","A","2021-11-12T10:42:22.818+00:00","2021-11-12T10:42:23.613+00:00",,"1951-01-01","4712-12-31"
300000235496149,"Gambia - Service Center",,"DEPARTMENT","D01F5029CBA6D5D8E05394D76F0A92F5 300000235496149 2021-11-12 10.42.23.969","A","2021-11-12T10:42:23.969+00:00","2021-11-12T10:42:24.758+00:00",,"1951-01-01","4712-12-31"
300000235496597,"FYR Macedonia - HIV/AIDS",,"DEPARTMENT","D01F5029CBAFD5D8E05394D76F0A92F5 300000235496597 2021-11-12 10.42.30.727","A","2021-11-12T10:42:30.727+00:00","2021-11-12T10:42:31.445+00:00",,"1951-01-01","4712-12-31"
300000235496830,"Country Management Team",,"DEPARTMENT","D01F122D4A92D508E05394D76F0A5BF4 300000235496830 2021-11-12 10.42.34.103","A","2021-11-12T10:42:34.103+00:00","2021-11-12T10:42:34.857+00:00",,"1951-01-01","4712-12-31"
300000235496863,"Mauritania - Crisis Prv &Rcvry",,"DEPARTMENT","D01F5029CBB7D5D8E05394D76F0A92F5 300000235496863 2021-11-12 10.42.34.644","A","2021-11-12T10:42:34.644+00:00","2021-11-12T10:42:35.943+00:00",,"1951-01-01","4712-12-31"
300000235496908,"Cameroon - Human Resources",,"DEPARTMENT","D01F99E72506D5B8E05394D76F0A2B43 300000235496908 2021-11-12 10.42.35.689","A","2021-11-12T10:42:35.689+00:00","2021-11-12T10:42:36.480+00:00",,"1951-01-01","4712-12-31"
300000235497059,"Dem Rep Korea-Energy &Envirnmt",,"DEPARTMENT","D01F5029CBBED5D8E05394D76F0A92F5 300000235497059 2021-11-12 10.42.37.939","A","2021-11-12T10:42:37.939+00:00","2021-11-12T10:42:38.707+00:00",,"1951-01-01","4712-12-31"
300000235497076,"Ecuador - UN Dev Coord",,"DEPARTMENT","D01F99E7250ED5B8E05394D76F0A2B43 300000235497076 2021-11-12 10.42.38.5","A","2021-11-12T10:42:38.500+00:00","2021-11-12T10:42:39.273+00:00",,"1951-01-01","4712-12-31"
300000235497151,"Guinea Bissau-WFP",,"DEPARTMENT","D01F1C897959D526E05394D76F0AFE1C 300000235497151 2021-11-12 10.42.39.645","A","2021-11-12T10:42:39.645+00:00","2021-11-12T10:42:40.429+00:00",,"1951-01-01","4712-12-31"
300000235497203,"Lebanon - UN Dev Coord",,"DEPARTMENT","D01F1C89795AD526E05394D76F0AFE1C 300000235497203 2021-11-12 10.42.40.199","A","2021-11-12T10:42:40.199+00:00","2021-11-12T10:42:40.921+00:00",,"1951-01-01","4712-12-31"
300000235497232,"Kenya - Energy & Envirnmnt",,"DEPARTMENT","D01F99E72512D5B8E05394D76F0A2B43 300000235497232 2021-11-12 10.42.40.76","A","2021-11-12T10:42:40.760+00:00","2021-11-12T10:42:42.085+00:00",,"1951-01-01","4712-12-31"
300000235497281,"BCPR/Natural Disaster-Geneva",,"DEPARTMENT","D01F99E72515D5B8E05394D76F0A2B43 300000235497281 2021-11-12 10.42.41.829","A","2021-11-12T10:42:41.829+00:00","2021-11-12T10:42:42.580+00:00",,"1951-01-01","4712-12-31"
300000235497353,"BPPS Strategic Innovation",,"DEPARTMENT","D01F591FF8D1D559E05394D76F0A3C1F 300000235497353 2021-11-12 10.42.42.922","A","2021-11-12T10:42:42.922+00:00","2021-11-12T10:42:43.685+00:00",,"1951-01-01","4712-12-31"
300000235497386,"Iran-WFP",,"DEPARTMENT","D01F99E72517D5B8E05394D76F0A2B43 300000235497386 2021-11-12 10.42.43.616","A","2021-11-12T10:42:43.616+00:00","2021-11-12T10:42:44.432+00:00",,"1951-01-01","4712-12-31"
300000235497438,"Bolivia-UN Sister Agency",,"DEPARTMENT","D01F5029CBCDD5D8E05394D76F0A92F5 300000235497438 2021-11-12 10.42.44.069","A","2021-11-12T10:42:44.069+00:00","2021-11-12T10:42:44.828+00:00",,"1951-01-01","4712-12-31"
300000235497472,"OOLTS/OIMT/GLB/IND",,"DEPARTMENT","D01F23CBBB8CD540E05394D76F0A4457 300000235497472 2021-11-12 10.42.44.78","A","2021-11-12T10:42:44.780+00:00","2021-11-12T10:42:45.658+00:00",,"1951-01-01","4712-12-31"
300000235497509,"Albania - Administrative Agent",,"DEPARTMENT","D01F23CBBB8ED540E05394D76F0A4457 300000235497509 2021-11-12 10.42.45.174","A","2021-11-12T10:42:45.174+00:00","2021-11-12T10:42:46.033+00:00",,"1951-01-01","4712-12-31"
300000235497550,"Panama - Procmnt & Travel",,"DEPARTMENT","D01F4F5F7B97D595E05394D76F0AC88C 300000235497550 2021-11-12 10.42.46.057","A","2021-11-12T10:42:46.057+00:00","2021-11-12T10:42:46.957+00:00",,"1951-01-01","4712-12-31"
300000235497591,"BCPR/Programme Support Europe&",,"DEPARTMENT","D01F5029CBD1D5D8E05394D76F0A92F5 300000235497591 2021-11-12 10.42.46.474","A","2021-11-12T10:42:46.474+00:00","2021-11-12T10:42:47.243+00:00",,"1951-01-01","4712-12-31"
300000235497632,"Bratislava Management Practice",,"DEPARTMENT","D01F5029CBD3D5D8E05394D76F0A92F5 300000235497632 2021-11-12 10.42.47.316","A","2021-11-12T10:42:47.316+00:00","2021-11-12T10:42:48.667+00:00",,"1951-01-01","4712-12-31"
300000235497673,"Zimbabwe - ICT for Development",,"DEPARTMENT","D01F5029CBD5D5D8E05394D76F0A92F5 300000235497673 2021-11-12 10.42.47.609","A","2021-11-12T10:42:47.609+00:00","2021-11-12T10:42:48.983+00:00",,"1951-01-01","4712-12-31"
300000235487397,"OAI/Reg Audit Cntr-Africa",,"DEPARTMENT","D01F23CBBB0DD540E05394D76F0A4457 300000235487397 2021-11-12 10.39.59.434","A","2021-11-12T10:39:59.434+00:00","2021-11-12T10:40:00.469+00:00",,"1951-01-01","4712-12-31"
300000235487616,"PSU-Central ProcurementUnit-NY",,"DEPARTMENT","D01F5029CB2ED5D8E05394D76F0A92F5 300000235487616 2021-11-12 10.40.03.009","A","2021-11-12T10:40:03.009+00:00","2021-11-12T10:40:03.667+00:00",,"1951-01-01","4712-12-31"
300000235487863,"Lithuania - General Services",,"DEPARTMENT","D01F5029CB30D5D8E05394D76F0A92F5 300000235487863 2021-11-12 10.40.06.145","A","2021-11-12T10:40:06.145+00:00","2021-11-12T10:40:06.915+00:00",,"1951-01-01","4712-12-31"
300000235487940,"Georgia - UN Dev Coord",,"DEPARTMENT","D01F5029CB36D5D8E05394D76F0A92F5 300000235487940 2021-11-12 10.40.07.283","A","2021-11-12T10:40:07.283+00:00","2021-11-12T10:40:08.020+00:00",,"1951-01-01","4712-12-31"
300000235488024,"RBAS/Country Operations Div",,"DEPARTMENT","D01F5029CB3CD5D8E05394D76F0A92F5 300000235488024 2021-11-12 10.40.08.366","A","2021-11-12T10:40:08.366+00:00","2021-11-12T10:40:09.182+00:00",,"1951-01-01","4712-12-31"
300000235488099,"OOLTS/OSO/PSU/POLICYSYSAUDIT",,"DEPARTMENT","D01F23CBBB10D540E05394D76F0A4457 300000235488099 2021-11-12 10.40.10.073","A","2021-11-12T10:40:10.073+00:00","2021-11-12T10:40:10.869+00:00",,"1951-01-01","4712-12-31"
300000235489719,"Guatemala - HIV/AIDS",,"DEPARTMENT","D01F1849E5DBD4F4E05394D76F0A9398 300000235489719 2021-11-12 10.40.19.262","A","2021-11-12T10:40:19.262+00:00","2021-11-12T10:40:20.042+00:00",,"1951-01-01","4712-12-31"
300000235491057,"OOLTS/GSSU/KL/Administration",,"DEPARTMENT","D01F5029CB52D5D8E05394D76F0A92F5 300000235491057 2021-11-12 10.40.38.727","A","2021-11-12T10:40:38.727+00:00","2021-11-12T10:40:39.520+00:00",,"1951-01-01","4712-12-31"
300000235491147,"Mozambique - Procmnt & Travel",,"DEPARTMENT","D01F5029CB5AD5D8E05394D76F0A92F5 300000235491147 2021-11-12 10.40.39.902","A","2021-11-12T10:40:39.902+00:00","2021-11-12T10:40:40.680+00:00",,"1951-01-01","4712-12-31"
300000235491788,"Guatemala - ICT for Developmnt",,"DEPARTMENT","D01F99E7248BD5B8E05394D76F0A2B43 300000235491788 2021-11-12 10.40.50.532","A","2021-11-12T10:40:50.532+00:00","2021-11-12T10:40:51.794+00:00",,"1951-01-01","4712-12-31"
300000235492052,"OHR/JPOSC/UNWOMEN Income",,"DEPARTMENT","D01F5029CB6BD5D8E05394D76F0A92F5 300000235492052 2021-11-12 10.40.54.142","A","2021-11-12T10:40:54.142+00:00","2021-11-12T10:40:54.870+00:00",,"1951-01-01","4712-12-31"
300000235492609,"Paraguay - Dem. Governance",,"DEPARTMENT","D01F5029CB75D5D8E05394D76F0A92F5 300000235492609 2021-11-12 10.41.02.213","A","2021-11-12T10:41:02.213+00:00","2021-11-12T10:41:02.936+00:00",,"1951-01-01","4712-12-31"
300000235492691,"OOLTS/OIMT/BUSSOL/DNK",,"DEPARTMENT","D01F58B8DD53D606E05394D76F0AE628 300000235492691 2021-11-12 10.41.03.397","A","2021-11-12T10:41:03.397+00:00","2021-11-12T10:41:04.669+00:00",,"1951-01-01","4712-12-31"
300000235492769,"Namibia-UN Sister Agency",,"DEPARTMENT","D01F591FF8A4D559E05394D76F0A3C1F 300000235492769 2021-11-12 10.41.05.016","A","2021-11-12T10:41:05.016+00:00","2021-11-12T10:41:05.766+00:00",,"1951-01-01","4712-12-31"
300000235492851,"OOLTS/OIMT/GOV/Portfolio Manag",,"DEPARTMENT","D01F5029CB7FD5D8E05394D76F0A92F5 300000235492851 2021-11-12 10.41.05.902","A","2021-11-12T10:41:05.902+00:00","2021-11-12T10:41:06.681+00:00",,"1951-01-01","4712-12-31"
300000235493094,"Pakistan - ICT for Development",,"DEPARTMENT","D01F5029CB82D5D8E05394D76F0A92F5 300000235493094 2021-11-12 10.41.09.19","A","2021-11-12T10:41:09.190+00:00","2021-11-12T10:41:10.554+00:00",,"1951-01-01","4712-12-31"
